epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,596.737,0.29465,1.59531,1.07057,0.7748,0.73976,0.86046,0.83413,0.26482,1.07063,0.3904,0.000107606,0.000107606,0.000107606
